"V1" "V2" "V3" "V4" "V5" "V6"
58 " Some-college" " Divorced" " White" " Female" 42
25 " Bachelors" " Never-married" " White" " Female" 40
24 " Bachelors" " Never-married" " Black" " Male" 40
19 " Some-college" " Never-married" " White" " Male" 8
43 " Some-college" " Married-civ-spouse" " White" " Male" 40
47 " HS-grad" " Separated" " Black" " Female" 40
39 " HS-grad" " Divorced" " White" " Female" 40
49 " Assoc-voc" " Married-spouse-absent" " White" " Male" 42
53 " 5th-6th" " Widowed" " Black" " Female" 30
32 " Assoc-voc" " Never-married" " White" " Male" 45
34 " Some-college" " Married-civ-spouse" " White" " Male" 50
28 " HS-grad" " Divorced" " White" " Male" 45
57 " Assoc-voc" " Widowed" " White" " Female" 38
25 " Some-college" " Never-married" " Amer-Indian-Eskimo" " Female" 20
20 " Some-college" " Never-married" " White" " Male" 24
21 " Some-college" " Never-married" " White" " Female" 35
34 " Bachelors" " Married-civ-spouse" " White" " Male" 50
38 " Bachelors" " Married-civ-spouse" " White" " Male" 80
50 " HS-grad" " Married-civ-spouse" " White" " Male" 50
24 " Some-college" " Divorced" " Black" " Male" 50
37 " Some-college" " Married-civ-spouse" " White" " Male" 45
44 " Some-college" " Divorced" " White" " Male" 58
28 " Some-college" " Married-civ-spouse" " White" " Female" 40
42 " Bachelors" " Married-civ-spouse" " White" " Male" 40
74 " Some-college" " Divorced" " White" " Female" 9
38 " HS-grad" " Married-civ-spouse" " White" " Male" 50
44 " Masters" " Married-civ-spouse" " White" " Male" 40
44 " 11th" " Divorced" " Other" " Female" 46
26 " HS-grad" " Never-married" " White" " Male" 40
36 " HS-grad" " Married-civ-spouse" " Black" " Male" 40
41 " Assoc-acdm" " Married-civ-spouse" " White" " Female" 50
67 " Prof-school" " Married-civ-spouse" " White" " Male" 48
39 " 12th" " Married-civ-spouse" " White" " Male" 50
57 " 1st-4th" " Widowed" " Black" " Female" 30
29 " Assoc-voc" " Separated" " White" " Male" 40
31 " Bachelors" " Never-married" " White" " Female" 45
34 " HS-grad" " Never-married" " Black" " Female" 40
44 " Some-college" " Married-civ-spouse" " White" " Male" 40
29 " Doctorate" " Never-married" " White" " Male" 40
30 " Some-college" " Never-married" " White" " Female" 40
27 " HS-grad" " Never-married" " White" " Male" 40
27 " Some-college" " Married-civ-spouse" " White" " Male" 50
32 " HS-grad" " Never-married" " White" " Female" 45
58 " 10th" " Married-civ-spouse" " White" " Female" 8
35 " Some-college" " Married-civ-spouse" " White" " Male" 40
21 " HS-grad" " Never-married" " White" " Male" 36
28 " Some-college" " Never-married" " White" " Male" 40
46 " Some-college" " Divorced" " White" " Male" 50
36 " HS-grad" " Separated" " White" " Female" 40
72 " 11th" " Widowed" " White" " Female" 40
35 " HS-grad" " Married-civ-spouse" " Black" " Female" 40
33 " Assoc-voc" " Divorced" " Black" " Female" 40
69 " 11th" " Never-married" " White" " Female" 40
35 " HS-grad" " Married-civ-spouse" " White" " Male" 40
31 " HS-grad" " Separated" " White" " Female" 20
34 " HS-grad" " Married-civ-spouse" " White" " Female" 32
30 " 11th" " Married-civ-spouse" " White" " Male" 40
28 " Bachelors" " Never-married" " White" " Male" 55
54 " Bachelors" " Married-civ-spouse" " White" " Male" 35
47 " Some-college" " Married-civ-spouse" " White" " Male" 50
24 " HS-grad" " Never-married" " Black" " Female" 40
52 " Bachelors" " Married-civ-spouse" " White" " Male" 60
20 " HS-grad" " Never-married" " Amer-Indian-Eskimo" " Male" 48
43 " Masters" " Married-civ-spouse" " White" " Male" 45
45 " 7th-8th" " Separated" " White" " Female" 40
29 " HS-grad" " Separated" " White" " Male" 35
47 " Masters" " Divorced" " White" " Male" 42
24 " HS-grad" " Never-married" " White" " Male" 40
51 " HS-grad" " Married-civ-spouse" " White" " Male" 40
17 " 11th" " Never-married" " White" " Male" 12
37 " Assoc-voc" " Married-civ-spouse" " White" " Male" 40
27 " Doctorate" " Never-married" " White" " Female" 70
29 " Bachelors" " Married-civ-spouse" " White" " Male" 40
18 " 12th" " Never-married" " White" " Male" 25
36 " Assoc-acdm" " Divorced" " White" " Female" 35
58 " Bachelors" " Never-married" " White" " Female" 40
26 " Some-college" " Married-civ-spouse" " White" " Male" 45
65 " Some-college" " Married-civ-spouse" " White" " Male" 30
57 " HS-grad" " Married-civ-spouse" " White" " Male" 40
59 " HS-grad" " Married-civ-spouse" " White" " Male" 40
27 " HS-grad" " Married-civ-spouse" " White" " Male" 40
31 " Bachelors" " Never-married" " White" " Male" 40
21 " Some-college" " Never-married" " White" " Female" 24
29 " Some-college" " Never-married" " White" " Male" 60
18 " 11th" " Never-married" " White" " Male" 40
52 " 10th" " Married-civ-spouse" " White" " Male" 47
57 " Bachelors" " Divorced" " White" " Male" 80
42 " HS-grad" " Married-civ-spouse" " White" " Male" 40
55 " HS-grad" " Married-civ-spouse" " Asian-Pac-Islander" " Female" 40
60 " 7th-8th" " Never-married" " White" " Male" 48
31 " Bachelors" " Married-civ-spouse" " White" " Male" 40
23 " Bachelors" " Never-married" " White" " Female" 40
27 " HS-grad" " Never-married" " White" " Male" 40
23 " Some-college" " Never-married" " Amer-Indian-Eskimo" " Female" 25
42 " Prof-school" " Married-civ-spouse" " White" " Male" 50
25 " Some-college" " Never-married" " White" " Male" 40
49 " Bachelors" " Never-married" " White" " Female" 45
32 " Bachelors" " Never-married" " White" " Male" 40
19 " Some-college" " Never-married" " White" " Male" 28
60 " 7th-8th" " Divorced" " White" " Female" 40
42 " 9th" " Married-civ-spouse" " White" " Male" 40
35 " Assoc-acdm" " Never-married" " White" " Male" 40
48 " HS-grad" " Never-married" " Black" " Female" 37
51 " Masters" " Married-civ-spouse" " White" " Male" 40
29 " HS-grad" " Never-married" " Amer-Indian-Eskimo" " Male" 40
36 " HS-grad" " Separated" " Black" " Male" 40
17 " 10th" " Never-married" " White" " Female" 21
52 " Masters" " Divorced" " White" " Female" 60
24 " HS-grad" " Never-married" " White" " Male" 40
24 " HS-grad" " Married-civ-spouse" " White" " Male" 50
26 " Bachelors" " Never-married" " White" " Male" 40
27 " Bachelors" " Never-married" " White" " Female" 20
39 " HS-grad" " Never-married" " White" " Male" 60
30 " HS-grad" " Married-civ-spouse" " Black" " Male" 45
50 " HS-grad" " Married-civ-spouse" " White" " Male" 32
52 " Bachelors" " Married-civ-spouse" " White" " Male" 55
46 " Prof-school" " Married-civ-spouse" " White" " Male" 45
23 " Bachelors" " Never-married" " White" " Female" 20
45 " 11th" " Widowed" " Black" " Female" 20
65 " 9th" " Widowed" " Black" " Female" 24
29 " Assoc-voc" " Married-civ-spouse" " White" " Male" 55
47 " 9th" " Married-spouse-absent" " White" " Male" 40
30 " HS-grad" " Never-married" " Black" " Male" 60
34 " HS-grad" " Married-civ-spouse" " White" " Male" 45
38 " HS-grad" " Married-civ-spouse" " White" " Male" 64
33 " Some-college" " Married-civ-spouse" " White" " Male" 40
49 " Bachelors" " Married-civ-spouse" " White" " Male" 26
47 " Some-college" " Never-married" " Black" " Female" 40
49 " 10th" " Separated" " Black" " Female" 40
43 " Some-college" " Married-civ-spouse" " White" " Male" 60
30 " Bachelors" " Married-civ-spouse" " Black" " Female" 40
58 " HS-grad" " Married-civ-spouse" " White" " Male" 60
19 " HS-grad" " Never-married" " White" " Female" 14
21 " Bachelors" " Never-married" " White" " Male" 40
33 " Bachelors" " Married-civ-spouse" " White" " Male" 60
47 " 5th-6th" " Married-civ-spouse" " White" " Male" 50
52 " Doctorate" " Married-civ-spouse" " White" " Male" 60
26 " HS-grad" " Divorced" " White" " Male" 55
60 " HS-grad" " Married-civ-spouse" " White" " Male" 40
21 " Some-college" " Never-married" " White" " Male" 40
36 " Some-college" " Married-civ-spouse" " White" " Male" 50
31 " Some-college" " Married-civ-spouse" " White" " Male" 45
50 " Doctorate" " Separated" " White" " Male" 40
31 " HS-grad" " Divorced" " White" " Female" 40
71 " HS-grad" " Married-civ-spouse" " White" " Male" 15
58 " HS-grad" " Married-civ-spouse" " White" " Male" 50
30 " Bachelors" " Married-civ-spouse" " White" " Male" 40
20 " Some-college" " Never-married" " White" " Male" 20
24 " HS-grad" " Never-married" " White" " Male" 50
35 " Doctorate" " Married-civ-spouse" " Asian-Pac-Islander" " Male" 40
38 " Some-college" " Separated" " White" " Female" 45
27 " HS-grad" " Never-married" " White" " Female" 32
29 " Some-college" " Never-married" " Asian-Pac-Islander" " Female" 40
70 " 9th" " Widowed" " White" " Female" 15
34 " HS-grad" " Married-civ-spouse" " White" " Male" 45
44 " 7th-8th" " Married-civ-spouse" " White" " Male" 35
43 " HS-grad" " Married-civ-spouse" " White" " Male" 40
44 " 12th" " Married-civ-spouse" " Black" " Male" 40
35 " Masters" " Never-married" " White" " Male" 60
27 " Some-college" " Never-married" " White" " Male" 40
43 " Masters" " Never-married" " White" " Male" 38
20 " Some-college" " Never-married" " White" " Female" 25
42 " Assoc-acdm" " Divorced" " White" " Female" 40
27 " Some-college" " Married-civ-spouse" " White" " Male" 40
42 " HS-grad" " Married-civ-spouse" " Black" " Male" 40
20 " 11th" " Married-spouse-absent" " Asian-Pac-Islander" " Female" 40
24 " 9th" " Never-married" " White" " Male" 40
48 " Some-college" " Divorced" " White" " Male" 40
17 " 11th" " Never-married" " White" " Female" 20
17 " 11th" " Never-married" " White" " Male" 10
33 " Bachelors" " Married-civ-spouse" " White" " Male" 40
50 " HS-grad" " Married-civ-spouse" " White" " Male" 50
22 " HS-grad" " Never-married" " White" " Female" 40
17 " 12th" " Never-married" " White" " Male" 16
32 " Some-college" " Married-civ-spouse" " White" " Male" 40
31 " HS-grad" " Never-married" " White" " Male" 45
58 " HS-grad" " Widowed" " White" " Male" 50
29 " HS-grad" " Never-married" " White" " Male" 48
37 " Assoc-voc" " Married-civ-spouse" " White" " Male" 40
34 " HS-grad" " Married-civ-spouse" " White" " Male" 40
23 " Some-college" " Separated" " Black" " Male" 40
18 " 11th" " Never-married" " White" " Female" 5
34 " HS-grad" " Divorced" " White" " Female" 40
66 " 7th-8th" " Never-married" " White" " Male" 4
45 " Bachelors" " Married-civ-spouse" " White" " Female" 55
41 " Masters" " Never-married" " White" " Male" 35
26 " HS-grad" " Never-married" " White" " Male" 30
54 " Some-college" " Married-civ-spouse" " White" " Male" 40
24 " Some-college" " Never-married" " Black" " Female" 45
42 " Some-college" " Married-civ-spouse" " White" " Male" 50
20 " Some-college" " Never-married" " White" " Male" 20
23 " Bachelors" " Never-married" " White" " Female" 20
25 " Assoc-acdm" " Never-married" " White" " Male" 45
35 " Masters" " Never-married" " White" " Male" 60
31 " Masters" " Married-civ-spouse" " White" " Male" 40
30 " Bachelors" " Never-married" " White" " Female" 40
19 " HS-grad" " Never-married" " White" " Female" 20
36 " Bachelors" " Never-married" " White" " Male" 50
31 " Bachelors" " Widowed" " White" " Female" 40
21 " Some-college" " Never-married" " White" " Male" 30
31 " Some-college" " Married-civ-spouse" " White" " Male" 40
46 " Doctorate" " Divorced" " White" " Female" 65
44 " Bachelors" " Divorced" " White" " Female" 50
40 " 12th" " Married-civ-spouse" " Black" " Male" 40
45 " Some-college" " Never-married" " Black" " Male" 40
60 " HS-grad" " Married-civ-spouse" " White" " Male" 35
18 " 11th" " Never-married" " White" " Male" 25
28 " Bachelors" " Married-civ-spouse" " White" " Male" 40
36 " Some-college" " Divorced" " Black" " Female" 40
36 " Bachelors" " Separated" " White" " Male" 40
40 " Assoc-voc" " Married-civ-spouse" " White" " Male" 40
36 " Bachelors" " Divorced" " White" " Female" 35
31 " HS-grad" " Separated" " Black" " Female" 40
33 " HS-grad" " Married-civ-spouse" " White" " Male" 40
19 " HS-grad" " Never-married" " White" " Female" 40
22 " Some-college" " Never-married" " White" " Female" 15
34 " Bachelors" " Married-civ-spouse" " White" " Male" 45
33 " HS-grad" " Never-married" " White" " Male" 40
41 " HS-grad" " Married-civ-spouse" " White" " Male" 60
29 " Bachelors" " Never-married" " White" " Male" 40
50 " HS-grad" " Married-civ-spouse" " White" " Male" 42
42 " Bachelors" " Married-civ-spouse" " White" " Male" 45
43 " Bachelors" " Never-married" " White" " Male" 40
44 " HS-grad" " Married-civ-spouse" " White" " Female" 40
20 " Some-college" " Never-married" " White" " Female" 20
31 " HS-grad" " Married-civ-spouse" " White" " Male" 40
65 " 11th" " Married-civ-spouse" " White" " Male" 59
23 " Some-college" " Never-married" " White" " Female" 24
55 " Some-college" " Divorced" " Asian-Pac-Islander" " Female" 40
26 " Assoc-voc" " Married-civ-spouse" " White" " Male" 45
25 " Assoc-voc" " Never-married" " White" " Female" 15
45 " Some-college" " Married-civ-spouse" " Black" " Female" 40
35 " Some-college" " Married-civ-spouse" " White" " Male" 40
36 " Some-college" " Never-married" " Black" " Female" 36
43 " Bachelors" " Married-civ-spouse" " White" " Male" 50
56 " HS-grad" " Widowed" " Black" " Female" 20
42 " Bachelors" " Married-civ-spouse" " White" " Male" 40
19 " Some-college" " Never-married" " White" " Female" 25
55 " HS-grad" " Married-civ-spouse" " White" " Male" 72
42 " Masters" " Never-married" " White" " Female" 50
26 " Assoc-voc" " Never-married" " White" " Male" 40
17 " 12th" " Never-married" " White" " Male" 20
42 " Bachelors" " Married-civ-spouse" " White" " Female" 40
55 " HS-grad" " Married-civ-spouse" " White" " Male" 40
32 " Some-college" " Never-married" " Black" " Female" 40
29 " 11th" " Never-married" " Black" " Male" 40
46 " Bachelors" " Married-civ-spouse" " White" " Male" 37
29 " Bachelors" " Married-civ-spouse" " White" " Male" 40
22 " Bachelors" " Never-married" " White" " Male" 20
58 " 10th" " Married-civ-spouse" " White" " Male" 40
23 " HS-grad" " Never-married" " White" " Male" 50
39 " HS-grad" " Never-married" " White" " Male" 40
27 " Assoc-voc" " Never-married" " White" " Male" 38
54 " HS-grad" " Married-civ-spouse" " White" " Male" 40
33 " Bachelors" " Never-married" " White" " Female" 45
46 " HS-grad" " Married-civ-spouse" " White" " Female" 40
37 " HS-grad" " Never-married" " Black" " Male" 40
36 " HS-grad" " Never-married" " White" " Female" 18
59 " HS-grad" " Married-civ-spouse" " White" " Female" 38
34 " HS-grad" " Divorced" " White" " Male" 40
53 " Doctorate" " Married-civ-spouse" " White" " Male" 70
51 " Bachelors" " Never-married" " White" " Male" 55
32 " 10th" " Separated" " White" " Female" 42
31 " Some-college" " Married-spouse-absent" " White" " Male" 40
22 " Some-college" " Married-civ-spouse" " White" " Female" 30
47 " Bachelors" " Divorced" " White" " Female" 50
32 " HS-grad" " Never-married" " White" " Male" 40
26 " Some-college" " Never-married" " White" " Female" 38
37 " 5th-6th" " Separated" " White" " Male" 32
31 " HS-grad" " Divorced" " White" " Male" 55
37 " Assoc-voc" " Married-civ-spouse" " White" " Female" 24
55 " HS-grad" " Never-married" " White" " Male" 38
23 " Assoc-voc" " Divorced" " White" " Male" 56
36 " Some-college" " Divorced" " White" " Female" 40
34 " Masters" " Married-civ-spouse" " White" " Male" 40
43 " Bachelors" " Married-civ-spouse" " White" " Male" 50
54 " Some-college" " Never-married" " White" " Male" 40
43 " Some-college" " Married-civ-spouse" " White" " Male" 40
28 " Assoc-voc" " Never-married" " White" " Female" 42
40 " Assoc-voc" " Married-civ-spouse" " White" " Male" 50
41 " Some-college" " Married-civ-spouse" " White" " Male" 60
40 " Bachelors" " Never-married" " Other" " Female" 55
42 " Some-college" " Divorced" " Black" " Female" 38
61 " HS-grad" " Married-civ-spouse" " White" " Male" 50
18 " 12th" " Never-married" " White" " Male" 30
59 " HS-grad" " Married-civ-spouse" " White" " Male" 16
21 " HS-grad" " Never-married" " White" " Female" 40
48 " Assoc-voc" " Married-civ-spouse" " White" " Male" 50
41 " Bachelors" " Married-civ-spouse" " White" " Male" 40
18 " Some-college" " Never-married" " White" " Male" 33
23 " HS-grad" " Never-married" " White" " Female" 40
60 " HS-grad" " Married-civ-spouse" " White" " Male" 60
22 " Some-college" " Never-married" " Black" " Male" 20
61 " HS-grad" " Married-civ-spouse" " White" " Male" 40
25 " HS-grad" " Never-married" " Black" " Male" 40
46 " Masters" " Never-married" " White" " Male" 35
43 " Bachelors" " Married-civ-spouse" " White" " Male" 40
43 " Assoc-acdm" " Divorced" " White" " Male" 40
24 " HS-grad" " Never-married" " Black" " Male" 30
68 " 11th" " Never-married" " White" " Male" 20
31 " HS-grad" " Divorced" " White" " Female" 38
17 " 11th" " Never-married" " White" " Female" 20
32 " HS-grad" " Married-civ-spouse" " White" " Male" 48
50 " Masters" " Married-spouse-absent" " White" " Male" 40
33 " Bachelors" " Married-civ-spouse" " White" " Male" 47
64 " Bachelors" " Married-civ-spouse" " White" " Male" 40
20 " HS-grad" " Never-married" " White" " Male" 30
30 " HS-grad" " Separated" " White" " Female" 36
22 " Some-college" " Never-married" " Black" " Male" 40
43 " Some-college" " Divorced" " White" " Male" 45
22 " Some-college" " Never-married" " White" " Male" 40
17 " 10th" " Never-married" " White" " Male" 20
47 " HS-grad" " Married-civ-spouse" " White" " Female" 75
41 " Assoc-voc" " Never-married" " White" " Female" 60
56 " Some-college" " Married-civ-spouse" " White" " Male" 50
